IMDB ID,Title,Actors,Writer,Genre,Plot
tt5022298,Ice Fantasy,"Shaofeng Feng, Tianyu Ma, Victoria Song, Meng Zhang",  ,"Adventure, Fantasy, War","A fantasy story happens in a fictional universe. Ka Suo, the prince of the Snow Nation, takes the journey to the magical holy shrine with his entourages, and incidentally discover the secrets related to his fate and beloved ones."
tt1068912,Ice Road Truckers,"Alex Debogorski, Thom Beers, Hugh Rowland, Lisa Kelly",  ,"Documentary, Adventure, Reality-TV","During the harsh winter of Canada's Northwest Territory, remote villages and work camps are cut off from the world. To keep them supplied, a tenacious group of long-haul truckers drive ..."
tt5212822,Imposters,"Inbar Lavi, Rob Heaps, Parker Young, Marianne Rendón","Paul Adelstein, Adam Brooks","Comedy, Drama, Mystery",A dark comedy that focuses on a female con artist who marries people and then disappears with their money.
tt2100976,Impractical Jokers,"Brian Quinn, James Murray, Sal Vulcano, Joe Gatto",  ,"Comedy, Reality-TV","Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera."
tt0061811,In the Heat of the Night,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant","Stirling Silliphant (screenplay), John Ball (based on a novel by)","Crime, Drama, Mystery, Thriller",An African-American police detective is asked to investigate a murder in a racially hostile southern town.
tt0835434,In Treatment,Gabriel Byrne,"Rodrigo García, Hagai Levi, Nir Bergman, Ori Sivan",Drama,"A psychotherapist questions his abilities and gets help by reuniting with his old therapist, whom he has not seen for ten years."
tt4118466,Incorporated,"Sean Teale, Allison Miller, Eddie Ramos, Julia Ormond","David Pastor, Àlex Pastor","Crime, Drama, Sci-Fi, Thriller",A man attempts to thwart a giant corporation that seems to have unlimited power.
tt1929675,Infinite Stratos,"Cynthia Martinez, Josh Grelle, Monica Rial, Brittney Karbowski",  ,"Animation, Action, Comedy, Romance, Sci-Fi","A powerful exoskeleton, technologically ages beyond any current such tech, is found, dubbed ""Infinite Stratos"" and multiplied. Only women can use it. One lucky boy discovers he can too and ..."
tt0439630,Initial D,"Shawn Yue, Edison Chen, Jay Chou, Anthony Chau-Sang Wong","Shuichi Shigeno (comic books), Felix Chong (screenplay)","Action, Comedy, Drama, Romance","After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86."
tt6487482,Insatiable,"Dallas Roberts, Debby Ryan, Christopher Gorham, Kimmy Shields",Lauren Gussis,"Comedy, Drama, Thriller","A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world."
tt5024912,Insecure,"Issa Rae, Yvonne Orji, Jay Ellis, Lisa Joyce","Issa Rae, Larry Wilmore","Comedy, Romance",Follows the awkward experiences and racy tribulations of a modern-day African-American woman.
tt0141369,Inspector Gadget,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg","Andy Heyward (characters), Jean Chalopin (characters), Bruno Bianchi (characters), Dana Olsen (story), Kerry Ehrin (story), Kerry Ehrin (screenplay), Zak Penn (screenplay)","Action, Adventure, Comedy, Crime, Family, Sci-Fi",A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.
tt0874608,Inspector Lewis,"Kevin Whately, Laurence Fox, Clare Holman, Rebecca Front",  ,"Crime, Drama, Mystery",Inspector Robert Lewis and Sergeant James Hathaway solve the tough cases that the learned inhabitants of Oxford throw at them.
tt0092379,Inspector Morse,"John Thaw, Kevin Whately, James Grout",  ,"Crime, Drama, Mystery","Inspector Morse has an ear for music, a taste for beer, and a nose for crime. He sets out with Sergeant Lewis to solve each intriguing case."
tt0128278,Instinct,"Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney","Gerald Di Pego (screenplay), Gerald Di Pego (screen story), Daniel Quinn (novel)","Drama, Thriller","When a noted anthropologist who left society to live in the jungle is imprisoned for murder, it's up to a young psychiatrist to get through to him."
tt2693776,Intelligence,"Josh Holloway, Meghan Ory, John Billingsley, P.J. Byrne",Michael Seitzman,"Action, Drama, Sci-Fi, Thriller","A high-tech intelligence operative, enhanced with a super-computer microchip in his brain, aids an elite government cyber-security agency in special missions."
tt0110146,Intersection,"Richard Gere, Sharon Stone, Lolita Davidovich, Martin Landau","David Rayfiel (screenplay), Marshall Brickman (screenplay), Paul Guimard (novel), Paul Guimard (earlier screenplay), Jean-Loup Dabadie (earlier screenplay), Claude Sautet (earlier screenplay)","Drama, Romance","While driving on a remote highway, a man is torn between choosing to reunite with his estranged wife or taking up with his lovers"
tt0450920,Intervention,"Candy Finnigan, Mark Behar, Jeff VanVonderen, Ken Seeley","Sam Mettler, Rob Sharenow","Adventure, Drama, Reality-TV","This reality television show features all different types of addictions (drugs, alcohol, eating disorders, etc) and real people living with them on a day to day basis. Each show features ..."
tt3865236,Into the Badlands,"Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight","Alfred Gough, Miles Millar","Action, Adventure, Drama",A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.
tt0290223,Inuyasha,"Kappei Yamaguchi, Richard Ian Cox, Darren Pleavin, Satsuki Yukino",  ,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance",A teenage girl periodically travels back in time to feudal Japan to help a young half demon recover the shards of a jewel of great power.
tt0235923,Invader ZIM,"Andy Berman, Richard Steven Horvitz, Rikki Simons, Melissa Fahn",Jhonen Vasquez,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","An alien named Zim from the planet Irk is sent on a secret mission to conquer Earth, not realising that his leaders were just trying to get rid of him and hoped that he would die. Once there, Zim manages to disguise himself as a human child, but one boy named Dib sees through his disguise."
tt3322310,Iron Fist,"Finn Jones, Jessica Henwick, Jessica Stroup, Tom Pelphrey",Scott Buck,"Action, Adventure, Crime, Fantasy, Sci-Fi",A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.
tt1780262,Is This a Zombie?,"Morgan Garrett, Caitlin Glass, Austin Tindle, Megan Emerick",  ,"Animation, Action, Comedy",Ayumu has no pulse and very little luck. He was murdered by a serial killer and has been brought back to life. Sort of. He has come back as a zombie in servitude to the cute necromancer who...
tt0472954,It's Always Sunny in Philadelphia,"Charlie Day, Glenn Howerton, Rob McElhenney, Kaitlin Olson","Glenn Howerton, Rob McElhenney",Comedy,Five friends with big egos and slightly arrogant attitudes are the proprietors of an Irish pub in Philadelphia.
tt3501584,iZombie,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley","Diane Ruggiero, Rob Thomas","Comedy, Crime, Drama, Horror","A medical resident finds that being a zombie has its perks, which she uses to assist the police."
tt6954652,Jack Taylor,"Iain Glen, Nora-Jane Noone, Killian Scott, Paraic Breathnach",  ,Drama,Ex-cop Jack Taylor earns a reputation for being a tough-as-nails private investigator who's not afraid to take on vigilantes or track down killers.
tt0264263,Jackass,"Johnny Knoxville, Chris Pontius, Bam Margera, Dave England","Spike Jonze, Johnny Knoxville, Jeff Tremaine","Action, Comedy, Reality-TV",The cast performs various crazy stunts for our amusement.
tt0259141,Jackie Chan Adventures,"Jackie Chan, James Sie, Stacie Chan, Sab Shimono",John Rogers,"Animation, Action, Adventure, Comedy, Family, Fantasy",Jackie Chan and his extended family must fight a criminal organization for magic talismans that could release an evil spirit.
tt1833403,Jake and the Never Land Pirates,"David Arquette, Corey Burton, Jeff Bennett, Loren Hoskins",Roberts Gannaway,"Animation, Adventure, Family, Fantasy",An animated TV show that follows a band of young pirates who spend their days competing against Captain Hook and Mr. Smee for treasure.
tt5650650,Jamestown,"Kalani Queypo, Naomi Battrick, Max Beesley, Claire Cox",  ,"Drama, History",A drama about English settlers in America in 1617.
tt3566726,Jane the Virgin,"Gina Rodriguez, Andrea Navedo, Justin Baldoni, Yael Grobglas",Jennie Snyder Urman,Comedy,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated."
tt0805663,Jericho,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell","Stephen Chbosky, Josh Schaer, Jonathan E. Steinberg","Action, Drama, Mystery, Sci-Fi","A small town in Kansas is literally left in the dark after seeing a mushroom cloud over near-by Denver, Colorado. The townspeople struggle to find answers about the blast and solutions on how to survive."
tt2357547,Jessica Jones,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss",Melissa Rosenberg,"Action, Crime, Drama, Sci-Fi, Thriller","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City."
tt1865769,Jessie,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar","Pamela Eells, Phil Baker, Drew Vaupen","Comedy, Family",A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high profile couple's four children.
tt0118360,Johnny Bravo,"Jeff Bennett, Brenda Vaccaro, Mae Whitman, Tom Kenny",Van Partible,"Animation, Comedy, Family",The misadventures of a dumb blond egomanaic who is deluded about his own manliness.
tt0454349,Johnny Test,"James Arnold Taylor, Maryke Hendrikse, Lee Tockar, Ashleigh Ball",Scott Fellows,"Animation, Action, Adventure, Comedy, Family, Sci-Fi","The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process."
tt2359704,JoJo's Bizarre Adventure,"Matthew Mercer, Daisuke Ono, Unshô Ishizuka, Tôru Ohkawa",  ,"Animation, Action, Adventure, Fantasy, Horror, Thriller","The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives."
tt2259737,Jormungand,"Shizuka Itô, Mutsumi Tamura, Wataru Hatano, Hitoshi Yanai",  ,"Animation, Action, Crime","The series follows Koko Hekmatyar, a young arms dealer who sells weapons under HCLI, an international shipping corporation that secretly deals in the arms trade. As one of the company's ..."
tt0118364,Just Shoot Me!,"Laura San Giacomo, George Segal, Wendie Malick, Enrico Colantoni",Steven Levitan,Comedy,Hot-tempered journalist Maya Gallo got herself fired from yet another job when she made an anchorwoman cry on the air with some gag copy on the teleprompter. Unable to find a job anywhere ...
tt0974015,Justice League,"Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot","Jerry Siegel (Superman created by), Joe Shuster (Superman created by), Chris Terrio (story by), Zack Snyder (story by), Chris Terrio (screenplay by), Joss Whedon (screenplay by), Gardner Fox (Justice League of America created by), Bob Kane (Batman created by), Bill Finger (Batman created by), William Moulton Marston (Wonder Woman created by), Jack Kirby (Fourth World created by)","Action, Adventure, Fantasy, Sci-Fi","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy."
tt1489428,Justified,"Timothy Olyphant, Nick Searcy, Joelle Carter, Jacob Pitts",Graham Yost,"Action, Crime, Drama, Romance, Thriller","Old-school U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns in eastern Kentucky."
tt1410218,K-On!,"Aki Toyosaki, Yôko Hikasa, Satomi Sato, Minako Kotobuki",  ,"Animation, Comedy, Drama, Music","K-ON is about 5 high school girls who become friends through the Light Music Club. Yui the lead guitarist, Tsumugi the keyboardist, Mio the bassist, Azusa the rhythm guitarist, and Ritsu the drummer. K-ON is the story of 5 aspiring musicians and their journey through high school together."
tt3598030,K.C. Undercover,"Zendaya, Veronica Dunne, Kamil McFadden, Trinitee",Corinne Marshall,"Action, Comedy, Family",An outspoken and confident technology wiz and skilled black belt discovers that both her parents are spies and expect her to follow in their footsteps.
tt7691766,Kakegurui,"Minami Hamabe, Ruka Matsuda, Kiyo Matsumoto, Natsume Mito",  ,"Drama, Mystery, Thriller",A gambling prodigy comes to an elite school run by games and turns the order upside down.
tt0098837,Keeping Up Appearances,"Patricia Routledge, Judy Cornwell, Geoffrey Hughes, Clive Swift",  ,Comedy,"A snobbish housewife is determined to climb the social ladder, in spite of her family's working class connections and the constant chagrin of her long suffering husband."
tt1086761,Keeping Up with the Kardashians,"Kourtney Kardashian, Khloé Kardashian, Kim Kardashian West, Kris Jenner","Ryan Seacrest, Eliot Goldberg","Drama, Reality-TV","A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie."
tt0115231,Kenan & Kel,"Kenan Thompson, Kel Mitchell, Ken Foree, Teal Marchande",Kim Bass,"Comedy, Family",Kenan and Kel. Two best friends who live in Chicago are always dragged down by Kenan's get rich quick schemes while orange soda loving buddy Kel is dragged along but tends to mess things up
